title,texto_lemmatizado
Kidnapped,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ']', 'Kidnapped', 'cheated', 'inheritance', ',', 'young', 'David', 'Balfour', 'fall', 'Jacobite', 'adventurer', ',', 'Alan', 'Breck', 'Stewart', '.', 'Falsely', 'accused', 'murder', ',', 'must', 'flee', 'across', 'Highlands', ',', 'evading', 'redcoat', '.']"
Lady and the Tramp,"['[', ""'Family"", ""'"", ',', ""'Animation"", ""'"", ']', 'Lady', ',', 'golden', 'cocker', 'spaniel', ',', 'meet', 'mongrel', 'dog', 'call', 'Tramp', '.', 'obviously', 'wrong', 'side', 'town', ',', 'happening', 'Lady', ""'s"", 'home', 'make', 'decide', 'travel', '.']"
The Little Mermaid,"['[', ""'Animation"", ""'"", ',', ""'Family"", ""'"", ']', 'colorful', 'adventure', 'tell', 'story', 'impetuous', 'mermaid', 'princess', 'named', 'Ariel', 'fall', 'love', 'human', 'Prince', 'Eric', 'put', 'everything', 'line', 'chance', '.', 'Memorable', 'song', 'character', '--', 'including', 'villainous', 'sea', 'witch', 'Ursula', '.']"
The Mighty Ducks,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'reckless', 'young', 'lawyer', 'Gordon', 'Bombay', 'get', 'arrested', 'drunk', 'driving', ',', 'must', 'coach', 'kid', 'hockey', 'team', 'community', 'service', '.', 'Gordon', 'experience', 'ice', ',', ""n't"", 'eager', 'return', 'hockey', ',', 'point', 'hit', 'home', 'tense', 'dealing', 'former', 'coach', ',', 'Jack', 'Reilly', '.', 'reluctant', 'Gordon', 'eventually', 'grows', 'appreciate', 'team', ',', 'includes', 'promising', 'young', 'Charlie', 'Conway', ',', 'lead', 'take', 'Reilly', ""'s"", 'tough', 'player', '.']"
The Muppet Christmas Carol,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Drama"", ""'"", ']', 'retelling', 'classic', 'Dickens', 'tale', 'Ebenezer', 'Scrooge', ',', 'miser', 'extraordinaire', '.', 'held', 'accountable', 'dastardly', 'way', 'night-time', 'visitation', 'Ghosts', 'Christmas', 'Past', ',', 'Present', ',', 'future', '.']"
Newsies,"['[', ""'Drama"", ""'"", ',', ""'Music"", ""'"", ',', ""'Family"", ""'"", ']', 'week', 'life', 'exploited', ',', 'child', 'newspaper', 'seller', 'turn-of-the-century', 'New', 'York', '.', 'publisher', ',', 'Joseph', 'Pulitzer', ',', 'try', 'squeeze', 'little', 'profit', 'labour', ',', 'organize', 'strike', ',', 'confronted', 'Pulitzer', ""'s"", 'hard-ball', 'tactic', '.']"
One Hundred and One Dalmatians,"['[', ""'Adventure"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'litter', 'dalmatian', 'puppy', 'abducted', 'minion', 'Cruella', 'De', 'Vil', ',', 'parent', 'must', 'find', 'us', 'diabolical', 'fashion', 'statement', '.']"
One Magic Christmas,"['[', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'Ginny', 'Grainger', ',', 'young', 'mother', ',', 'rediscovers', 'joy', 'beauty', 'Christmas', ',', 'thanks', 'unshakable', 'faith', 'six-year-old', 'daughter', 'Abbie', 'Gideon', ',', 'Ginny', ""'s"", 'guardian', 'angel', '.']"
Peter Pan,"['[', ""'Animation"", ""'"", ',', ""'Music"", ""'"", ',', ""'Family"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'Leaving', 'safety', 'nursery', 'behind', ',', 'Wendy', ',', 'Michael', 'John', 'follow', 'Peter', 'Pan', 'magical', 'world', 'childhood', 'last', 'forever', '.', 'Neverland', ',', 'kid', 'must', 'face', 'Captain', 'Hook', 'foil', 'attempt', 'get', 'rid', 'Peter', 'good', '.']"
Popeye,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ',', ""'Music"", ""'"", ']', 'Popeye', 'super-strong', ',', 'spinach-scarfing', 'sailor', 'man', ""'s"", 'searching', 'father', '.', 'storm', 'wreck', 'ship', ',', 'Popeye', 'wash', 'ashore', 'wind', 'rooming', 'Oyl', 'household', ',', 'meet', 'Olive', '.', 'win', 'heart', ',', 'must', 'first', 'contend', 'Olive', ""'s"", 'fiancé', ',', 'Bluto', '.']"
The Rescuers Down Under,"['[', ""'Adventure"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Crime"", ""'"", ',', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'lawless', 'poacher', 'want', 'capture', 'majestic', 'rare', 'golden', 'eagle', ',', 'kidnaps', 'boy', 'know', 'find', 'bird', '.', 'worry', '--', 'Rescue', 'Aid', 'Society', ""'s"", 'top', 'agent', ',', 'heroic', 'mouse', 'Miss', 'Bianca', 'Bernard', ',', 'fly', 'Australia', 'save', 'day', '.', 'Accompanying', 'fearless', 'duo', 'bumbling', 'albatross', 'Wilbur', 'local', 'field', 'operative', 'Jake', 'Kangaroo', 'Rat', '.']"
The Rescuers,"['[', ""'Fantasy"", ""'"", ',', ""'Family"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Adventure"", ""'"", ']', 'two', 'little', 'mouse', 'possibly', 'save', 'orphan', 'girl', ""'s"", 'fallen', 'evil', 'hand', '?', 'little', 'cooperation', 'faith', 'oneself', ',', 'anything', 'possible', '!', 'member', 'mouse-run', 'International', 'Rescue', 'Aid', 'Society', ',', 'Bernard', 'Miss', 'Bianca', 'respond', 'orphan', 'Penny', ""'s"", 'call', 'help', '.', 'two', 'mouse', 'search', 'clue', 'help', 'old', 'cat', 'named', 'Rufus', '.']"
Return from Witch Mountain,"['[', ""'Adventure"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Family"", ""'"", ']', 'sequal', '``', 'Escape', 'Witch', 'Mountain', ',', ""''"", 'Tia', 'Tony', 'leave', 'safe', 'refuge', 'witch', 'mountain', 'trip', 'Los', 'Angeles', '.', 'Tony', 'kidnapped', 'evil', 'Dr.', 'Gannon', 'spinster', 'partner', 'Letha', 'brainwashed', 'helping', 'Gannon', 'Letha', 'commit', 'various', 'crime', '.', ""'s"", 'Tia', 'gang', 'truant', 'kid', 'rescue', 'Tony', 'prevent', 'major', 'disaster', '.']"
The Return of Jafar,"['[', ""'Family"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Romance"", ""'"", ']', 'evil', 'Jafar', 'escape', 'magic', 'lamp', 'all-powerful', 'genie', ',', 'ready', 'plot', 'revenge', 'Aladdin', '.', 'battling', 'elusive', 'villain', 'atop', 'winged', 'horse', ',', 'dodging', 'flame', 'inside', 'exploding', 'lava', 'pit', ',', ""'s"", 'Aladdin', '-', 'Princess', 'Jasmine', 'outrageously', 'funny', 'Genie', 'side', '-', 'save', 'kingdom', '.']"
Return to Oz,"['[', ""'Adventure"", ""'"", ',', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'Dorothy', ',', 'saved', 'psychiatric', 'experiment', 'mysterious', 'girl', ',', 'find', 'back', 'land', 'dream', ',', 'make', 'delightful', 'new', 'friend', ',', 'dangerous', 'new', 'enemy', '.']"
The Rocketeer,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Family"", ""'"", ']', 'Straight', 'page', 'pulp', 'comic', 'past', 'era', ',', 'Rocketeer', 'recreates', '1930s', 'Hollywood', ',', 'complete', 'gangster', ',', 'Nazi', 'spy', ',', 'growth', 'Age', 'Aviation', '.', 'Young', 'pilot', 'Cliff', 'Secord', 'stumble', 'top', 'secret', 'rocket-pack', 'help', 'mechanic/mentor', ',', 'Peevy', ',', 'attempt', 'save', 'girl', 'stop', 'Nazis', 'Rocketeer', '.']"
The Shaggy D.A.,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'Wilby', 'Daniels', ',', 'successful', 'lawyer', 'running', 'District', 'Attorney', ',', 'suddenly', 'find', 'transformed', 'English', 'sheepdog', '.', 'Somehow', 'keep', 'change', 'secret', 'find', 'causing', ',', 'eluding', 'local', 'dog', 'catcher', '.']"
Sleeping Beauty,"['[', ""'Fantasy"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Family"", ""'"", ']', 'beautiful', 'princess', 'born', 'faraway', 'kingdom', 'destined', 'terrible', 'curse', 'prick', 'finger', 'spindle', 'spinning', 'wheel', 'fall', 'deep', 'sleep', 'awakened', 'true', 'love', ""'s"", 'first', 'kiss', '.', 'Determined', 'protect', ',', 'parent', 'ask', 'three', 'fairy', 'raise', 'hiding', '.', 'evil', 'Maleficent', 'determined', 'seal', 'princess', ""'s"", 'fate', '.']"
Something Wicked This Way Comes,"['[', ""'Fantasy"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Thriller"", ""'"", ']', 'small', 'American', 'town', ',', 'diabolical', 'circus', 'arrives', ',', 'granting', 'wish', 'townsfolk', ',', 'twisted', 'esteemed', 'Mr', '.', 'Dark', 'make', '.', 'two', 'young', 'boy', 'overcome', 'worst', 'devil', 'deal', '?']"
Son of Flubber,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ',', ""'Romance"", ""'"", ']', 'Medfield', ""'s"", 'lovable', 'hopelessly', 'absent-minded', 'professor', '--', 'Ned', 'Brainard', '(', 'Fred', 'MacMurray', ')', '--', 'bounce', 'back', 'classic', 'Disney', 'film', 'hilarious', 'new', 'mishap', 'experiment', 'amazing', 'by-product', 'startling', 'anti-gravity', 'substance', ',', '``', 'flubber', '.', ""''"", 'Windows', 'shatter', ',', 'football', 'player', 'fly', ',', 'thunderstorm', 'materialize', 'indoors', 'Professor', 'Brainard', 'fight', 'keep', 'Medfield', 'College', 'falling', 'hand', 'ruthless', 'land', 'developer', 'Alonzo', 'Hawk', '(', 'Keenan', 'Wynn', ')', '.']"
Song of the South,"['[', ""'Family"", ""'"", ',', ""'Music"", ""'"", ']', 'Uncle', 'Remus', 'draw', 'upon', 'tale', 'Brer', 'Rabbit', 'help', 'little', 'Johnny', 'deal', 'confusion', 'parent', ""'"", 'separation', 'well', 'new', 'life', 'plantation', '.']"
Splash,"['[', ""'Comedy"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Romance"", ""'"", ']', 'successful', 'businessman', 'fall', 'love', 'girl', 'dream', '.', ""'s"", 'one', 'big', 'complication', 'though', ';', ""'s"", 'fallen', 'hook', ',', 'line', 'sinker', 'mermaid', '.']"
Squanto: A Warrior's Tale,"['[', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ']', 'Squanto', 'high-born', 'Indian', 'warrior', 'tribe', 'Atlantic', 'coast', 'North', 'America', 'devotes', 'life', 'hunting', 'rivalry', 'neighboring', 'tribe', '.', 'Everything', 'change', 'forever', 'ship', 'arrives', 'England', ',', 'prospecting', 'region', ""'s"", 'commercial', 'potential', 'rich', 'Sir', 'George', ',', 'us', 'wealth', 'influence', 'ever', 'greater', 'profit', '.', 'return', ',', 'several', 'Indians', 'find', 'captive', 'board', ',', 'including', 'Squanto', '.', 'arrogant', 'Christians', 'consider', 'utterly', 'superior', ""'heathen"", 'savage', ""'"", 'treat', 'brutally', 'beast', '.', 'Squanto', 'fight', 'bear', 'circus', ',', 'understanding', 'men', 'cruel', 'creature', 'either', ',', 'manages', 'spectacular', 'escape', ',', 'must', 'go', '?', 'find', 'shelter', 'help', 'rural', 'monastery', ',', 'take', 'protector', 'effort', 'prevent', 'others', 'considering', 'unknown', 'diabolical', '.', 'time', 'sir', 'George', ""'s"", 'men', 'come', 'looking', 'brutally', '...']"
Steamboat Willie,"['[', ""'Animation"", ""'"", ']', 'Mickey', 'Mouse', ',', 'piloting', 'steamboat', ',', 'delight', 'passenger', ',', 'Minnie', ',', 'making', 'musical', 'instrument', 'menagerie', 'deck', '.']"
Tall Tale,"['[', ""'Adventure"", ""'"", ']', 'young', 'boy', 'draw', 'inspiration', 'legendary', 'western', 'character', 'find', 'strength', 'fight', 'evil', 'land', 'baron', 'old', 'west', 'want', 'steal', 'family', ""'s"", 'farm', 'destroy', 'idyllic', 'community', '.', 'Daniel', 'Hackett', 'see', 'father', 'Jonas', 'gravely', 'wounded', 'villainous', 'Stiles', ',', 'first', 'urge', 'family', 'flee', 'danger', ',', 'give', 'life', 'farm', 'Daniel', 'come', 'despise', 'anyway', '.', 'Going', 'alone', 'lake', 'try', 'decide', ',', 'fall', 'asleep', 'boat', 'wake', 'find', 'wild', 'west', ',', 'company', '``', 'tall', 'tale', ""''"", 'legend', 'Pecos', 'Bill', ',', 'Paul', 'Bunyan', ',', 'John', 'Henry', 'Calamity', 'Jane', '.', 'Together', ',', 'battle', 'villain', 'Daniel', 'facing', '``', 'real', ""''"", 'world', ',', 'ending', 'heroic', 'confrontation', 'boy', 'stand', 'Stiles', 'henchman', ',', 'rally', 'neighbor', 'fight', 'back', 'land', 'grabber', 'want', 'destroy', 'town', '.']"
Tex,"['[', ""'Drama"", ""'"", ']', 'Coming-of-age', 'adventure', 'two', 'teenage', 'brother', 'struggle', 'grow', ',', ',', 'mother', 'dy', 'father', 'leaf', '.']"
Tron,"['[', ""'Science"", 'Fiction', ""'"", ',', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ']', 'Kevin', 'Flynn', 'search', 'proof', 'invented', 'hit', 'video', 'game', ',', '``', 'digitalized', ""''"", 'laser', 'find', 'inside', 'Grid', ',', 'program', 'suffer', 'tyrannical', 'rule', 'Master', 'Control', 'Program', '.', 'help', 'TRON', ',', 'security', 'program', ',', 'Flynn', 'seek', 'free', 'Grid', 'MCP', '.']"
Swing Kids,"['[', ""'Music"", ""'"", ',', ""'Drama"", ""'"", ']', 'story', 'close-knit', 'group', 'young', 'kid', 'Nazi', 'Germany', 'listen', 'banned', 'swing', 'music', 'US', '.', 'Soon', 'dancing', 'fun', 'lead', 'difficult', 'choice', 'Nazi', ""'s"", 'begin', 'tightening', 'grip', 'Germany', '.', 'member', 'group', 'forced', 'face', 'tough', 'choice', 'right', ',', 'wrong', ',', 'survival', '.']"
Halloween: H20,"['[', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Two', 'decade', 'surviving', 'massacre', 'October', '31', ',', '1978', ',', 'former', 'baby', 'sitter', 'Laurie', 'Strode', 'find', 'hunted', 'persistent', 'knife-wielder', 'Michael', 'Myers', '.', 'Laurie', 'life', 'Northern', 'California', 'assumed', 'name', ',', 'work', 'headmistress', 'private', 'school', '.', ""'s"", 'far', 'enough', 'escape', 'Myers', ',', 'soon', 'discovers', 'whereabouts', '.', 'Halloween', 'descends', 'upon', 'Laurie', ""'s"", 'peaceful', 'community', ',', 'feeling', 'dread', 'weighs', 'upon', '--', 'good', 'reason', '.']"
L.A. Story,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Romance"", ""'"", ']', 'help', 'talking', 'freeway', 'billboard', ',', '``', 'wacky', 'weatherman', ""''"", 'try', 'win', 'heart', 'English', 'newspaper', 'reporter', ',', 'struggling', 'make', 'sense', 'strange', 'world', 'early-90s', 'Los', 'Angeles', '.']"
The Jerk,"['[', ""'Comedy"", ""'"", ']', 'discovering', ""'s"", 'really', 'black', 'like', 'rest', 'family', ',', 'likable', 'dimwit', 'Navin', 'Johnson', 'run', 'hilarious', 'misadventure', 'comedy', 'classic', 'take', 'rag', 'rich', 'back', 'rag', '.', 'slaphappy', 'jerk', 'strike', 'rich', ',', 'life', 'fast', 'lane', ""n't"", ""'s"", 'cracked', ',', 'end', ',', 'really', 'matter', 'Johnson', 'true', 'love', '.']"
Dead Men Don't Wear Plaid,"['[', ""'Comedy"", ""'"", ',', ""'Mystery"", ""'"", ']', 'Juliet', 'Forrest', 'convinced', 'reported', 'death', 'father', 'mountain', 'car', 'crash', 'accident', '.', 'father', 'prominent', 'cheese', 'scientist', 'working', 'secret', 'recipe', '.', 'prove', 'murder', ',', 'enlists', 'service', 'private', 'eye', 'Rigby', 'Reardon', '.', 'find', 'slip', 'paper', 'containing', 'list', 'people', '``', 'Friends', 'Enemies', 'Carlotta', '.', ""''""]"
The Man with Two Brains,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ']', 'story', 'brain', 'surgeon', 'try', 'end', 'unhappy', 'marriage', 'spend', 'time', 'disembodied', 'brain', '.']"
Grand Canyon,"['[', ""'Drama"", ""'"", ']', 'Grand', 'Canyon', 'revolved', 'around', 'six', 'resident', 'different', 'background', 'whose', 'life', 'intertwine', 'modern-day', 'Los', 'Angeles', '.', 'center', 'film', 'unlikely', 'friendship', 'two', 'men', 'different', 'race', 'class', 'brought', 'together', 'one', 'find', 'jeopardy', ""'s"", 'rough', 'neighborhood', '.']"
Graveyard Shift,"['[', ""'Drama"", ""'"", ',', ""'Horror"", ""'"", ']', 'John', 'Hall', 'drifter', 'wanders', 'small', 'town', 'Maine', '.', 'need', 'job', 'decides', 'seek', 'employment', 'community', ""'s"", 'top', 'business', ':', 'large', 'textile', 'mill', '.', 'hired', 'work', '``', 'graveyard', 'shift', ""''"", '--', 'around', 'midnight', 'dawn', '--', ',', 'along', 'others', ',', 'charged', 'cleaning', 'basement', '.', 'task', 'strike', 'worker', 'simple', 'enough', ',', ',', 'proceed', 'deeper', 'underground', ',', 'encounter', 'unspeakable', 'monstrosity', 'intent', 'devouring', '.']"
The Outsiders,"['[', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ']', 'two', 'poor', 'greaser', ',', 'Johnny', ',', 'Ponyboy', 'assaulted', 'vicious', 'gang', ',', 'socs', ',', 'Johnny', 'kill', 'one', 'attacker', ',', 'tension', 'begin', 'mount', 'two', 'rival', 'gang', ',', 'setting', 'turbulent', 'chain', 'event', '.']"
Indiana Jones and the Temple of Doom,"['[', ""'Adventure"", ""'"", ',', ""'Action"", ""'"", ']', 'arriving', 'India', ',', 'Indiana', 'Jones', 'asked', 'desperate', 'village', 'find', 'mystical', 'stone', '.', 'agrees', '–', 'stumble', 'upon', 'secret', 'cult', 'plotting', 'terrible', 'plan', 'catacomb', 'ancient', 'palace', '.']"
The Lord of the Rings,"['[', ""'Fantasy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Adventure"", ""'"", ']', 'Fellowship', 'Ring', 'embark', 'journey', 'destroy', 'One', 'Ring', 'end', 'Sauron', ""'s"", 'reign', 'Middle-earth', '.']"
Nineteen Eighty-Four,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ']', 'George', 'Orwell', ""'s"", 'novel', 'totalitarian', 'future', 'society', 'man', 'whose', 'daily', 'work', 'rewriting', 'history', 'try', 'rebel', 'falling', 'love', '.']"
The Dead Zone,"['[', ""'Horror"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Thriller"", ""'"", ']', 'Johnny', 'Smith', 'schoolteacher', 'whole', 'life', 'ahead', ',', 'leaving', 'fiancee', ""'s"", 'home', 'one', 'night', ',', 'involved', 'car', 'crash', 'leaf', 'coma', '5', 'year', '.', 'wake', ',', 'discovers', 'ability', 'see', 'past', ',', 'present', 'future', 'life', 'anyone', 'come', 'physical', 'contact', '.']"
Maximum Overdrive,"['[', ""'Action"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Horror"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ']', 'comet', 'pass', 'close', 'earth', ',', 'machine', 'world', 'come', 'alive', 'go', 'homicidal', 'rampage', '.', 'group', 'people', 'desolate', 'truck', 'stop', 'held', 'hostage', 'gang', 'homicidal', '18-wheelers', '.', 'frightened', 'people', 'set', 'defeat', 'killer', 'machine', '...', 'killed', '.']"
Needful Things,"['[', ""'Drama"", ""'"", ',', ""'Horror"", ""'"", ']', 'devil', 'disguise', 'come', 'quiet', ',', 'peaceful', 'town', 'open', 'store', 'called', 'Needful', 'Things', '.', 'store', 'item', 'everyone', 'town', '.', 'devil', 'asks', 'return', 'dirty', 'prank', '.', 'Little', 'know', ',', ""'ve"", 'sold', 'soul', ',', 'prank', 'escalate', 'murder', '.']"
Cujo,"['[', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ']', 'friendly', 'St.', 'Bernard', 'named', '``', 'Cujo', ""''"", 'contract', 'rabies', 'conduct', 'reign', 'terror', 'small', 'American', 'town', '.']"
Children of the Corn,"['[', ""'Drama"", ""'"", ',', ""'Fantasy"", ""'"", ',', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ']', 'boy', 'preacher', 'named', 'Isaac', 'go', 'town', 'Nebraska', 'called', 'Gatlin', 'get', 'child', 'murder', 'every', 'adult', 'town', '.']"
All Dogs Go to Heaven,"['[', ""'Drama"", ""'"", ',', ""'Animation"", ""'"", ',', ""'Family"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'casino', 'owning', 'dog', 'named', 'Charlie', 'murdered', 'rival', 'Carface', ',', 'find', 'Heaven', 'basically', 'default', 'since', 'dog', 'go', 'heaven', '.', 'However', ',', 'since', 'want', 'get', 'back', 'killer', ',', 'con', 'way', 'back', 'living', 'warning', 'damn', 'Hell', '.', 'back', ',', 'team', 'old', 'partner', ',', 'Itchy', 'prep', 'retaliation', '.', 'also', 'stumble', 'orphan', 'girl', 'talk', 'animal', ',', 'thus', 'allowing', 'get', 'inside', 'info', 'race', 'ensure', 'win', 'finance', 'plan', '.', 'However', ',', ',', 'still', 'haunted', 'nightmare', ""'s"", 'waiting', 'side', 'unless', 'prove', 'worthy', 'Heaven', '.']"
The Addams Family,"['[', ""'Horror"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'Uncle', 'Fester', 'missing', '25', 'year', '.', 'evil', 'doctor', 'find', 'introduces', 'fake', 'Fester', 'attempt', 'get', 'Adams', 'Family', ""'s"", 'money', '.', 'youngest', 'daughter', 'doubt', 'new', 'uncle', 'Fester', ',', 'fake', 'uncle', 'adapts', 'well', 'strange', 'family', '.', 'doctor', 'carry', 'evil', 'plan', 'take', 'Adams', 'Family', ""'s"", 'fortune', '?']"
Ever After: A Cinderella Story,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ',', ""'Comedy"", ""'"", ']', 'unique', '16th', 'century', 'woman', ',', 'Danielle', 'posse', 'love', 'book', ',', 'easily', 'quote', 'Sir', 'Thomas', '’', 'Utopia', '.', 'intriguing', 'mix', 'tomboyish', 'athleticism', 'physical', 'beauty', ',', 'enough', 'charm', 'capture', 'heart', 'prince', '...', 'beaning', 'apple', '.']"
